"","cc1","pconf3","pcomp3","cc2fixed","cc3","pconf1","pcomp1","cc4fixed","cc5","pconf2","pcomp2","cc6fixed","ResponseId","religion3","course","biomajor","institution","gender","semester","raceoriginal","pconf","pcomp"
"6738",2,4,2,4,2,4,3,3,3,3,3,3,"R_OdJlIF0z5xrkRVv","Christian - nondenominational",55,"Yes",17,"Woman","Fall 2020","White",3.66666666666667,2.66666666666667
"6739",4,2,4,2,2,4,4,2,4,2,4,2,"R_OGLwyxkmKryKvtv","Christian - nondenominational",57,"Yes",1,"Man","Spring 2021","Multiracial",2.66666666666667,4
"6740",4,2,4,2,2,4,3,3,4,2,3,3,"R_OI1tGBGVes7Ex9f","Christian - nondenominational",49,"No",12,"Woman","Fall 2020","White",2.66666666666667,3.33333333333333
"6741",3,3,4,2,4,2,5,1,2,4,5,1,"R_OiHSUJ9M57gn1vP","Christian - nondenominational",33,"Yes",13,"Woman","Spring 2020","White",3,4.66666666666667
"6742",1,5,2,4,2,4,4,2,1,5,4,2,"R_OiKO3l0OhYM86MV","Christian - nondenominational",74,"Yes",17,"Woman","Spring 2021","White",4.66666666666667,3.33333333333333
"6743",2,4,5,1,1,5,3,3,2,4,3,3,"R_OJtv0dq6b5Cat33","Christian - nondenominational",33,"Yes",13,"Woman","Spring 2020","Latinx",4.33333333333333,3.66666666666667
"6744",4,2,2,4,4,2,5,1,2,4,5,1,"R_OJYcjcUlKfS2CCR","Christian - nondenominational",50,"No",13,"Woman","Fall 2020","White",2.66666666666667,4
"6745",1,5,4,2,2,4,5,1,2,4,5,1,"R_OOlJBCEOgODxznH","Christian - nondenominational",55,"No",17,"Woman","Fall 2020","White",4.33333333333333,4.66666666666667
"6746",4,2,3,3,3,3,2,4,2,4,2,4,"R_OPE4bNIV1vf4DxD","Christian - nondenominational",73,"No",16,"Woman","Spring 2021","White",3,2.33333333333333
"6747",2,4,4,2,2,4,4,2,3,3,4,2,"R_Or10UWv35jgz4Wd","Christian - nondenominational",66,"Yes",12,"Woman","Spring 2021","White",3.66666666666667,4
"6748",2,4,3,3,2,4,4,2,3,3,3,3,"R_p4cLKHokgPOhtMB","Christian - nondenominational",74,"No",17,"Woman","Spring 2021","Black",3.66666666666667,3.33333333333333
"6749",4,2,3,3,3,3,5,1,3,3,5,1,"R_PAoqoDlmNhYqNQ5","Christian - nondenominational",68,"No",13,"Woman","Spring 2021","Latinx",2.66666666666667,4.33333333333333
"6750",3,3,4,2,3,3,4,2,2,4,4,2,"R_paYztPdVuTNh6Qp","Christian - nondenominational",80,"Yes",14,"Man","Spring 2021","White",3.33333333333333,4
"6751",4,2,4,2,2,4,5,1,2,4,5,1,"R_pbEyuU0j7upAgKt","Christian - nondenominational",50,"No",13,"Woman","Fall 2020","Latinx",3.33333333333333,4.66666666666667
"6752",5,1,4,2,5,1,5,1,4,2,4,2,"R_PFpoH8cczFd8n7z","Christian - nondenominational",7,"Yes",8,"Man","Fall 2018","White",1.33333333333333,4.33333333333333
"6753",2,4,3,3,3,3,4,2,4,2,3,3,"R_PIIJP5XqZAN3aHD","Christian - nondenominational",78,"No",24,"Woman","Spring 2021","Latinx",3,3.33333333333333
"6754",4,2,2,4,4,2,4,2,4,2,4,2,"R_pLtpQw5RVGBVsNr","Christian - nondenominational",62,"Yes",7,"Woman","Spring 2021","White",2,3.33333333333333
"6755",5,1,1,5,5,1,5,1,3,3,5,1,"R_pM13ErQFRs4CG65","Christian - nondenominational",52,"Yes",14,"Woman","Fall 2020","White",1.66666666666667,3.66666666666667
"6756",4,2,4,2,4,2,4,2,4,2,4,2,"R_PMs1oyT2Pp9jS49","Christian - nondenominational",48,"No",11,"Woman","Fall 2020","Latinx",2,4
"6757",5,1,5,1,4,2,5,1,4,2,5,1,"R_POKmpUlMDhlYTiF","Christian - nondenominational",74,"Yes",17,"Woman","Spring 2021","Latinx",1.66666666666667,5
"6758",2,4,4,2,4,2,4,2,2,4,5,1,"R_ptLMyZwu0vhGo93","Christian - nondenominational",64,"No",8,"Woman","Spring 2021","White",3.33333333333333,4.33333333333333
"6759",4,2,4,2,2,4,5,1,2,4,5,1,"R_PXv8I1BsUnDsS7T","Christian - nondenominational",69,"Yes",13,"Woman","Spring 2021","Black",3.33333333333333,4.66666666666667
"6760",3,3,3,3,2,4,4,2,2,4,4,2,"R_Pzd50UF7r5SQ6sN","Christian - nondenominational",57,"No",1,"Woman","Spring 2021","White",3.66666666666667,3.66666666666667
"6761",3,3,3,3,2,4,5,1,3,3,5,1,"R_PzVT3SzkpyEXYbL","Christian - nondenominational",49,"No",12,"Woman","Fall 2020","Latinx",3.33333333333333,4.33333333333333
"6762",3,3,3,3,1,5,1,5,5,1,1,5,"R_qDXkVzxLJnvDcDT","Christian - nondenominational",78,"No",24,"Woman","Spring 2021","Black",3,1.66666666666667
"6763",4,2,4,2,4,2,4,2,2,4,4,2,"R_qJCw8sRLTxw87CN","Christian - nondenominational",40,"Yes",23,"Woman","Spring 2020","White",2.66666666666667,4
"6764",2,4,4,2,4,2,5,1,4,2,4,2,"R_qKqFsQfuILQyFep","Christian - nondenominational",55,"No",17,"Woman","Fall 2020","Multiracial",2.66666666666667,4.33333333333333
"6765",2,4,3,3,4,2,3,3,3,3,3,3,"R_qOeHmcuEs7vmIdX","Christian - nondenominational",76,"No",19,"Man","Spring 2021","White",3,3
"6766",4,2,4,2,3,3,4,2,2,4,4,2,"R_qVAVnaXLkOYIX3H","Christian - nondenominational",78,"No",24,"Woman","Spring 2021","White",3,4
"6767",4,2,4,2,4,2,3,3,2,4,4,2,"R_qVYmn4Byx5v6Utr","Christian - nondenominational",40,"Yes",23,"Woman","Spring 2020","Black",2.66666666666667,3.66666666666667
"6768",3,3,2,4,2,4,2,4,2,4,1,5,"R_qWlEYR9Kle4mahb","Christian - nondenominational",33,"Yes",13,"Woman","Spring 2020","Black",3.66666666666667,1.66666666666667
"6769",3,3,3,3,3,3,4,2,3,3,4,2,"R_qXDaCgq67E9altn","Christian - nondenominational",48,"No",11,"Woman","Fall 2020","White",3,3.66666666666667
"6770",4,2,5,1,3,3,5,1,1,5,5,1,"R_R1VTHDxTqk3pe1j","Christian - nondenominational",49,"Yes",12,"Woman","Fall 2020","Multiracial",3.33333333333333,5
"6771",4,2,4,2,3,3,5,1,2,4,4,2,"R_R4QhxEOgAUcDenv","Christian - nondenominational",56,"Yes",16,"Woman","Fall 2020","Multiracial",3,4.33333333333333
"6772",2,4,5,1,1,5,4,2,1,5,5,1,"R_R4RG0XFiJTQ4laN","Christian - nondenominational",68,"Yes",13,"Woman","Spring 2021","White",4.66666666666667,4.66666666666667
"6773",3,3,3,3,3,3,4,2,3,3,4,2,"R_R4xeXhok58rr0SR","Christian - nondenominational",36,"No",19,"Man","Spring 2020","White",3,3.66666666666667
"6774",2,4,4,2,4,2,5,1,2,4,1,5,"R_r8X6zlpHMOq4d21","Christian - nondenominational",52,"No",14,"Woman","Fall 2020","Black",3.33333333333333,3.33333333333333
"6775",4,2,3,3,3,3,4,2,4,2,4,2,"R_R92tyQxSap6M5gJ","Christian - nondenominational",33,"Yes",13,"Man","Spring 2020","White",2.33333333333333,3.66666666666667
"6776",3,3,4,2,2,4,4,2,3,3,4,2,"R_RaZH8Zp8pwemV0d","Christian - nondenominational",14,"No",1,"Man","Spring 2020","Black",3.33333333333333,4
"6777",5,1,5,1,3,3,5,1,5,1,5,1,"R_RDeovrWzUPwSUBr","Christian - nondenominational",9,"Yes",16,"Woman","Fall 2018",NA,1.66666666666667,5
"6778",4,2,4,2,2,4,5,1,1,5,5,1,"R_reT4Dsj0vWMDNCx","Christian - nondenominational",32,"Yes",13,"Woman","Spring 2020","Latinx",3.66666666666667,4.66666666666667
"6779",5,1,2,4,2,4,5,1,3,3,5,1,"R_REVLzDjuepuiINP","Christian - nondenominational",57,"No",1,"Woman","Spring 2021","White",2.66666666666667,4
"6780",2,4,3,3,2,4,2,4,5,1,1,5,"R_rf4uSh4yvOB88w1","Christian - nondenominational",49,"No",12,"Woman","Fall 2020","White",3,2
"6781",3,3,3,3,3,3,5,1,4,2,5,1,"R_RJ4z06Tb1X2C3p7","Christian - nondenominational",74,"Yes",17,"Man","Spring 2021","White",2.66666666666667,4.33333333333333
"6782",3,3,3,3,3,3,2,4,2,4,3,3,"R_RlZRAAdklYhbKtX","Christian - nondenominational",50,"Yes",13,"Woman","Fall 2020","Multiracial",3.33333333333333,2.66666666666667
"6783",4,2,4,2,4,2,4,2,3,3,4,2,"R_RmAg1LZBK5bKPoR","Christian - nondenominational",50,"Yes",13,"Woman","Fall 2020","White",2.33333333333333,4
"6784",1,5,2,4,1,5,4,2,1,5,4,2,"R_ROAqrN2l44xLxy9","Christian - nondenominational",33,"No",13,"Woman","Spring 2020","Multiracial",5,3.33333333333333
"6785",4,2,4,2,4,2,4,2,4,2,4,2,"R_rpesyT8T0PJVUXv","Christian - nondenominational",60,"Yes",4,"Woman","Spring 2021","White",2,4
"6786",4,2,4,2,4,2,4,2,4,2,4,2,"R_RRggQ6RFJU2bSJr","Christian - nondenominational",35,"No",14,"Man","Spring 2020","White",2,4
"6787",1,5,1,5,1,5,1,5,1,5,1,5,"R_RRna396ZAYGNdFT","Christian - nondenominational",51,"No",13,"Man","Fall 2020","Multiracial",5,1
"6788",3,3,3,3,4,2,4,2,2,4,4,2,"R_RWQT8pDIU1DH7dD","Christian - nondenominational",32,"Yes",13,"Woman","Spring 2020","Multiracial",3,3.66666666666667
"6789",2,4,3,3,2,4,4,2,2,4,4,2,"R_RX4inMIRcUZiRVf","Christian - nondenominational",52,"No",14,"Woman","Fall 2020","White",4,3.66666666666667
"6790",4,2,3,3,4,2,3,3,3,3,3,3,"R_RxB0m2URQk1BLfH","Christian - nondenominational",80,"No",14,"Man","Spring 2021","Black",2.33333333333333,3
"6791",3,3,4,2,2,4,5,1,3,3,4,2,"R_RzaNYMOOp0OhyNP","Christian - nondenominational",72,"No",15,"Woman","Spring 2021","Black",3.33333333333333,4.33333333333333
"6792",2,4,4,2,4,2,5,1,4,2,5,1,"R_s5zQ2hGzinggRsB","Christian - nondenominational",32,"Yes",13,"Woman","Spring 2020","White",2.66666666666667,4.66666666666667
"6793",5,1,5,1,4,2,5,1,5,1,5,1,"R_s6AUHRcidOSb3P3","Christian - nondenominational",66,"No",12,"Man","Spring 2021","White",1.33333333333333,5
"6794",4,2,3,3,2,4,4,2,3,3,4,2,"R_s6Svi2Da3Owevst","Christian - nondenominational",49,"No",12,"Woman","Fall 2020","White",3,3.66666666666667
"6795",2,4,3,3,2,4,3,3,2,4,3,3,"R_shxFF2Zstyob8K5","Christian - nondenominational",80,"No",14,"Woman","Spring 2021","White",4,3
"6796",3,3,5,1,5,1,5,1,3,3,5,1,"R_SIC22vfStkKCrHH","Christian - nondenominational",74,"No",17,"Woman","Spring 2021","White",2.33333333333333,5
"6797",4,2,4,2,2,4,4,2,2,4,4,2,"R_siYdiiBMmXaRCIp","Christian - nondenominational",74,"Yes",17,"Woman","Spring 2021","Latinx",3.33333333333333,4
"6798",4,2,4,2,2,4,4,2,2,4,4,2,"R_soDt62LcMaogUo1","Christian - nondenominational",69,"No",13,"Man","Spring 2021","White",3.33333333333333,4
"6799",4,2,4,2,2,4,4,2,3,3,4,2,"R_sR3wAD26wRFO1Jn","Christian - nondenominational",21,"No",4,"Man","Spring 2020","Multiracial",3,4
"6800",4,2,3,3,4,2,3,3,4,2,3,3,"R_sU6lPra8mMHZNi9","Christian - nondenominational",69,"No",13,"Woman","Spring 2021","Latinx",2,3
"6801",2,4,3,3,4,2,5,1,3,3,5,1,"R_sUbScBMvCkWWZpv","Christian - nondenominational",59,"Yes",1,"Woman","Spring 2021","Islander",3,4.33333333333333
"6802",2,4,4,2,4,2,4,2,4,2,4,2,"R_SUUwxQXewr4nReh","Christian - nondenominational",55,"No",17,"Man","Fall 2020",NA,2.66666666666667,4
"6803",4,2,3,3,3,3,3,3,3,3,3,3,"R_sXv2JEuXQJmLlOV","Christian - nondenominational",49,"No",12,"Woman","Fall 2020","White",2.66666666666667,3
"6804",5,1,2,4,2,4,2,4,1,5,2,4,"R_SZEzYw14x4VhTUZ","Christian - nondenominational",56,"Yes",16,"Woman","Fall 2020","White",3.33333333333333,2
"6805",3,3,5,1,2,4,5,1,2,4,5,1,"R_tG3m1V4rFD5T5g5","Christian - nondenominational",51,"Yes",13,"Woman","Fall 2020","Multiracial",3.66666666666667,5
"6806",2,4,3,3,2,4,3,3,3,3,4,2,"R_Th16MxMzM2CmEIV","Christian - nondenominational",60,"No",4,"Woman","Spring 2021","White",3.66666666666667,3.33333333333333
"6807",3,3,3,3,3,3,3,3,3,3,3,3,"R_Tj8uZ9QhFS7ktpv","Christian - nondenominational",69,"Yes",13,"Woman","Spring 2021","White",3,3
"6808",1,5,2,4,2,4,4,2,2,4,4,2,"R_tKEDrzrycmEtsBP","Christian - nondenominational",69,"Yes",13,"Woman","Spring 2021","Asian",4.33333333333333,3.33333333333333
"6809",2,4,2,4,4,2,3,3,4,2,3,3,"R_tMTuygMpORkIFXP","Christian - nondenominational",31,"Yes",13,"Woman","Spring 2020","Latinx",2.66666666666667,2.66666666666667
"6810",5,1,4,2,5,1,5,1,1,5,5,1,"R_ToKB1iY6KaXOdVf","Christian - nondenominational",51,"No",13,"Woman","Fall 2020","White",2.33333333333333,4.66666666666667
"6811",2,4,2,4,2,4,2,4,2,4,2,4,"R_TpG8LyosO9IX3gZ","Christian - nondenominational",49,"No",12,"Woman","Fall 2020","White",4,2
"6812",3,3,4,2,4,2,5,1,5,1,5,1,"R_tPMvnx8Szxcr9w5","Christian - nondenominational",80,"No",14,"Woman","Spring 2021","Black",2,4.66666666666667
"6813",4,2,4,2,2,4,4,2,4,2,4,2,"R_tSeJ1PCPcFBhDQl","Christian - nondenominational",64,"No",8,"Woman","Spring 2021","White",2.66666666666667,4
"6814",4,2,3,3,2,4,4,2,3,3,4,2,"R_TtigFrfbMwB54bf","Christian - nondenominational",78,"Yes",24,"Woman","Spring 2021","Latinx",3,3.66666666666667
"6815",4,2,3,3,3,3,4,2,3,3,4,2,"R_tWjlo0nTMyyH39L","Christian - nondenominational",49,"No",12,"Man","Fall 2020","Asian",2.66666666666667,3.66666666666667
"6816",2,4,5,1,3,3,5,1,2,4,5,1,"R_tXnFlCn3M5E6jVD","Christian - nondenominational",48,"No",11,"Woman","Fall 2020","Multiracial",3.66666666666667,5
"6817",4,2,4,2,2,4,4,2,2,4,4,2,"R_u4cjXzzXm5QJ8FH","Christian - nondenominational",80,"Yes",14,"Woman","Spring 2021","White",3.33333333333333,4
"6818",4,2,3,3,3,3,3,3,3,3,3,3,"R_u8MwNZdr6LWRwk1","Christian - nondenominational",80,"Yes",14,"Woman","Spring 2021","Black",2.66666666666667,3
"6819",5,1,5,1,5,1,5,1,2,4,5,1,"R_u9TI9rAtZU2AQMN","Christian - nondenominational",36,"No",19,"Woman","Spring 2020","White",2,5
"6820",3,3,2,4,2,4,2,4,3,3,4,2,"R_uaCJbHNEzmN7l17","Christian - nondenominational",50,"Yes",13,"Woman","Fall 2020","Latinx",3.33333333333333,2.66666666666667
"6821",2,4,2,4,2,4,3,3,2,4,3,3,"R_ub1ptVgGLKx73vb","Christian - nondenominational",68,"Yes",13,"Woman","Spring 2021","Black",4,2.66666666666667
"6822",4,2,4,2,2,4,4,2,2,4,4,2,"R_UbcxmwJCRJZnjih","Christian - nondenominational",64,"No",8,"Woman","Spring 2021","White",3.33333333333333,4
"6823",1,5,3,3,2,4,4,2,2,4,4,2,"R_UDPOTXPolSlVkl3","Christian - nondenominational",70,"No",13,"Woman","Spring 2021","Black",4.33333333333333,3.66666666666667
"6824",4,2,4,2,4,2,5,1,4,2,5,1,"R_ughF9aT5IZ3Wi3L","Christian - nondenominational",78,"Yes",24,"Man","Spring 2021","Latinx",2,4.66666666666667
"6825",3,3,3,3,3,3,4,2,2,4,4,2,"R_ujP8a2MNUPitWG5","Christian - nondenominational",69,"Yes",13,"Woman","Spring 2021","White",3.33333333333333,3.66666666666667
"6826",3,3,3,3,3,3,5,1,3,3,5,1,"R_UMXUMZA9mjq8pFf","Christian - nondenominational",23,"No",5,"Woman","Spring 2020","White",3,4.33333333333333
"6827",4,2,4,2,4,2,4,2,4,2,4,2,"R_UQ5fCFu8Cy5xUsN","Christian - nondenominational",41,"No",23,"Woman","Spring 2020","Black",2,4
"6828",3,3,3,3,4,2,4,2,4,2,4,2,"R_UR5gZdntlQ57wn7","Christian - nondenominational",56,"No",16,"Woman","Fall 2020","Asian",2.33333333333333,3.66666666666667
"6829",2,4,2,4,2,4,4,2,2,4,3,3,"R_UrTtUPbRZmbMc8x","Christian - nondenominational",52,"Yes",14,"Woman","Fall 2020","Black",4,3
"6830",1,5,1,5,2,4,1,5,1,5,1,5,"R_us4e55WzlIPLj4R","Christian - nondenominational",68,"Yes",13,"Woman","Spring 2021","White",4.66666666666667,1
"6831",3,3,3,3,2,4,4,2,2,4,3,3,"R_UWOyDtbDInQY0P7","Christian - nondenominational",32,"No",13,"Woman","Spring 2020","Black",3.66666666666667,3.33333333333333
"6832",5,1,4,2,2,4,5,1,2,4,4,2,"R_uxIAQr1LnMtztVT","Christian - nondenominational",57,"No",1,"Woman","Spring 2021","Black",3,4.33333333333333
"6833",5,1,5,1,2,4,5,1,4,2,5,1,"R_V26WkdaC6Ob4pd7","Christian - nondenominational",35,"Yes",14,"Woman","Spring 2020","White",2.33333333333333,5
"6834",4,2,4,2,2,4,5,1,2,4,5,1,"R_V4mLObaesXuppKN","Christian - nondenominational",78,"No",24,NA,"Spring 2021","Latinx",3.33333333333333,4.66666666666667
"6835",4,2,4,2,2,4,4,2,4,2,4,2,"R_vBt4D1cwAPIFCA9","Christian - nondenominational",56,"Yes",16,"Woman","Fall 2020","Multiracial",2.66666666666667,4
"6836",3,3,3,3,3,3,5,1,4,2,5,1,"R_vHx5WRwCgfzeGfT","Christian - nondenominational",40,"No",23,"Woman","Spring 2020","Latinx",2.66666666666667,4.33333333333333
"6837",5,1,5,1,5,1,5,1,3,3,5,1,"R_vIfTnQggccV8c9P","Christian - nondenominational",14,"No",1,NA,"Spring 2020","White",1.66666666666667,5
"6838",5,1,4,2,1,5,5,1,1,5,5,1,"R_VIORczhUwNdlWPD","Christian - nondenominational",78,"Yes",24,"Woman","Spring 2021","Asian",3.66666666666667,4.66666666666667
"6839",2,4,4,2,4,2,5,1,4,2,4,2,"R_VJVvZ72u5r3a1rz","Christian - nondenominational",62,"Yes",7,"Man","Spring 2021","White",2.66666666666667,4.33333333333333
"6840",5,1,5,1,4,2,5,1,4,2,5,1,"R_VJwmcseAeFMipWN","Christian - nondenominational",56,"Yes",16,"Woman","Fall 2020","Asian",1.66666666666667,5
"6841",2,4,5,1,4,2,5,1,1,5,5,1,"R_vNdsfkaHu5JE5uF","Christian - nondenominational",63,"No",8,"Woman","Spring 2021","White",3.66666666666667,5
"6842",3,3,4,2,3,3,5,1,3,3,4,2,"R_vprRioDdcPNgd2h","Christian - nondenominational",68,"Yes",13,"Woman","Spring 2021","White",3,4.33333333333333
"6843",2,4,2,4,2,4,4,2,2,4,4,2,"R_vSmgf3jh7xmusuJ","Christian - nondenominational",73,"No",16,"Woman","Spring 2021","Multiracial",4,3.33333333333333
"6844",3,3,3,3,4,2,4,2,2,4,3,3,"R_VVkbv8FjZRES6uB","Christian - nondenominational",55,"No",17,"Woman","Fall 2020","White",3,3.33333333333333
"6845",2,4,4,2,2,4,4,2,2,4,4,2,"R_VWsgB5WZ4eEmSBj","Christian - nondenominational",50,"No",13,"Woman","Fall 2020","White",4,4
"6846",4,2,4,2,3,3,4,2,2,4,4,2,"R_vYPZh4vF2EoDljH","Christian - nondenominational",40,"Yes",23,"Woman","Spring 2020","Native",3,4
"6847",4,2,5,1,2,4,5,1,2,4,5,1,"R_w15VGitMpsSsqw9","Christian - nondenominational",73,"Yes",16,"Woman","Spring 2021","Asian",3.33333333333333,5
"6848",4,2,3,3,4,2,4,2,3,3,4,2,"R_W1lfCNha8ZKUqPL","Christian - nondenominational",55,"No",17,"Woman","Fall 2020","Black",2.33333333333333,3.66666666666667
"6849",3,3,5,1,5,1,5,1,2,4,4,2,"R_W6elQteEv59KrIt","Christian - nondenominational",49,"No",12,"Man","Fall 2020","White",2.66666666666667,4.66666666666667
"6850",4,2,4,2,3,3,5,1,2,4,4,2,"R_w7ggvmDtbQNajDP","Christian - nondenominational",56,"No",16,"Man","Fall 2020","Asian",3,4.33333333333333
"6851",4,2,4,2,4,2,5,1,2,4,5,1,"R_WcbLypvyR0GTi81","Christian - nondenominational",35,"Yes",14,"Woman","Spring 2020","White",2.66666666666667,4.66666666666667
"6852",4,2,1,5,5,1,1,5,4,2,1,5,"R_WD8A2f5CHy27MhH","Christian - nondenominational",55,"No",17,"Man","Fall 2020","White",1.66666666666667,1
"6853",2,4,2,4,2,4,3,3,2,4,4,2,"R_wRIwz0lX5E3nnZn","Christian - nondenominational",55,"No",17,"Woman","Fall 2020","Black",4,3
"6854",4,2,4,2,4,2,4,2,3,3,4,2,"R_wTpgM2RVuJghE41","Christian - nondenominational",61,"Yes",7,"Woman","Spring 2021","White",2.33333333333333,4
"6855",3,3,4,2,3,3,5,1,1,5,5,1,"R_wU9DWQT748MeRTX","Christian - nondenominational",25,"Yes",9,"Woman","Spring 2020","White",3.66666666666667,4.66666666666667
"6856",3,3,4,2,3,3,5,1,3,3,5,1,"R_wXVtaM5MD0a2lUZ","Christian - nondenominational",68,"Yes",13,"Woman","Spring 2021","Latinx",3,4.66666666666667
"6857",3,3,3,3,2,4,4,2,2,4,4,2,"R_x3i4PvgGUsJhpOF","Christian - nondenominational",56,"Yes",16,"Woman","Fall 2020","Asian",3.66666666666667,3.66666666666667
"6858",3,3,4,2,2,4,5,1,2,4,4,2,"R_XFbRURY7Hdh7hrH","Christian - nondenominational",78,"Yes",24,"Woman","Spring 2021","Latinx",3.66666666666667,4.33333333333333
"6859",5,1,4,2,3,3,4,2,3,3,4,2,"R_xgP99Vk3KCJSlUt","Christian - nondenominational",40,"Yes",23,"Woman","Spring 2020","Multiracial",2.33333333333333,4
"6860",3,3,3,3,2,4,4,2,2,4,4,2,"R_XHA8o6DKkwg1sBj","Christian - nondenominational",74,"No",17,"Man","Spring 2021","White",3.66666666666667,3.66666666666667
"6861",4,2,4,2,2,4,4,2,2,4,4,2,"R_XHf2gEOhHA0UMUx","Christian - nondenominational",49,"No",12,"Woman","Fall 2020","Latinx",3.33333333333333,4
"6862",5,1,4,2,3,3,5,1,5,1,5,1,"R_xhIeVNkODEhp1KN","Christian - nondenominational",33,"Yes",13,"Woman","Spring 2020","White",1.66666666666667,4.66666666666667
"6863",4,2,3,3,2,4,4,2,3,3,4,2,"R_Xk5KjLgT9nYJ1BL","Christian - nondenominational",33,"No",13,"Woman","Spring 2020","Black",3,3.66666666666667
"6864",4,2,3,3,2,4,2,4,1,5,2,4,"R_XMonXnbHUIN6ERr","Christian - nondenominational",57,"Yes",1,"Woman","Spring 2021","White",3.66666666666667,2.33333333333333
"6865",4,2,3,3,4,2,4,2,4,2,4,2,"R_XNX9ONxKwBTE1sl","Christian - nondenominational",60,"Yes",4,"Woman","Spring 2021","Asian",2,3.66666666666667
"6866",2,4,5,1,4,2,5,1,2,4,5,1,"R_XOhQoHvbC2hmlNv","Christian - nondenominational",74,"No",17,"Woman","Spring 2021","Latinx",3.33333333333333,5
"6867",2,4,2,4,2,4,4,2,2,4,4,2,"R_XplOAG9UFjb2jUl","Christian - nondenominational",74,"No",17,"Woman","Spring 2021","White",4,3.33333333333333
"6868",2,4,4,2,4,2,5,1,4,2,5,1,"R_xrxe4iCgfYpsrNT","Christian - nondenominational",48,"Yes",11,"Woman","Fall 2020","Black",2.66666666666667,4.66666666666667
"6869",5,1,1,5,5,1,5,1,2,4,4,2,"R_XThwgUSg6AZGCCB","Christian - nondenominational",80,"No",14,"Man","Spring 2021",NA,2,3.33333333333333
"6870",2,4,4,2,3,3,4,2,3,3,4,2,"R_xypEh6pkX0nExZT","Christian - nondenominational",48,"No",11,"Woman","Fall 2020","Multiracial",3.33333333333333,4
"6871",4,2,4,2,3,3,5,1,3,3,5,1,"R_Y4QVVZrOWmY5Ged","Christian - nondenominational",55,"Yes",17,"Woman","Fall 2020","White",2.66666666666667,4.66666666666667
"6872",5,1,5,1,5,1,5,1,5,1,5,1,"R_Y4VRKcLSIOgsg9j","Christian - nondenominational",40,"Yes",23,"Woman","Spring 2020","Multiracial",1,5
"6873",4,2,4,2,5,1,4,2,4,2,5,1,"R_Y52TuNoyPRVsfyF","Christian - nondenominational",63,"No",8,"Woman","Spring 2021","White",1.66666666666667,4.33333333333333
"6874",4,2,3,3,3,3,4,2,4,2,4,2,"R_Yam5leCbbxgkbbr","Christian - nondenominational",63,"No",8,"Woman","Spring 2021","Black",2.33333333333333,3.66666666666667
"6875",1,5,2,4,2,4,4,2,4,2,5,1,"R_yJi4ozS6q7kQFax","Christian - nondenominational",51,"Yes",13,"Woman","Fall 2020","White",3.66666666666667,3.66666666666667
"6876",1,5,3,3,1,5,4,2,2,4,4,2,"R_yL235gzOfXkQFbz","Christian - nondenominational",55,"No",17,"Woman","Fall 2020","Black",4.66666666666667,3.66666666666667
"6877",2,4,3,3,2,4,4,2,2,4,3,3,"R_yOMVgwvNPnZ6IUN","Christian - nondenominational",50,"No",13,"Woman","Fall 2020","White",4,3.33333333333333
"6878",4,2,3,3,4,2,4,2,3,3,4,2,"R_yQlVoSzmSqQ0yPf","Christian - nondenominational",42,"Yes",1,"Woman","Fall 2020","Multiracial",2.33333333333333,3.66666666666667
"6879",3,3,3,3,2,4,5,1,1,5,3,3,"R_yrIXLSHuAlsdkOZ","Christian - nondenominational",35,"Yes",14,"Woman","Spring 2020","Black",4,3.66666666666667
"6880",3,3,3,3,3,3,4,2,2,4,4,2,"R_yx3zmDTYlAooOd3","Christian - nondenominational",71,"Yes",14,"Woman","Spring 2021","White",3.33333333333333,3.66666666666667
"6881",4,2,4,2,2,4,4,2,2,4,4,2,"R_yZKdCgNDkjWasiR","Christian - nondenominational",62,"No",7,"Woman","Spring 2021","White",3.33333333333333,4
"6882",4,2,4,2,2,4,4,2,2,4,4,2,"R_z05NPybtqK16sbT","Christian - nondenominational",57,"No",1,"Woman","Spring 2021","Asian",3.33333333333333,4
"6883",3,3,4,2,3,3,4,2,1,5,5,1,"R_z12TvoAhsOOwbkd","Christian - nondenominational",49,"No",12,"Woman","Fall 2020","White",3.66666666666667,4.33333333333333
"6884",4,2,4,2,2,4,4,2,4,2,4,2,"R_Z29HyTT4MUIiqEF","Christian - nondenominational",43,"No",1,"Woman","Fall 2020","Multiracial",2.66666666666667,4
"6885",5,1,4,2,3,3,5,1,4,2,5,1,"R_Z2g1ZBTdpLneM7v","Christian - nondenominational",55,"No",17,"Woman","Fall 2020","White",2,4.66666666666667
"6886",3,3,2,4,3,3,5,1,2,4,5,1,"R_Z2ZetSdD4RffiV3","Christian - nondenominational",37,"No",20,"Woman","Spring 2020","Black",3.33333333333333,4
"6887",5,1,4,2,3,3,4,2,2,4,4,2,"R_Z9qxPf4EwT2VXRD","Christian - nondenominational",39,"No",22,"Woman","Spring 2020","White",2.66666666666667,4
"6888",4,2,4,2,2,4,4,2,2,4,4,2,"R_Z9wnUfcvqvnbCUh","Christian - nondenominational",68,"Yes",13,"Man","Spring 2021",NA,3.33333333333333,4
"6889",5,1,4,2,4,2,5,1,3,3,5,1,"R_ZadtcfGPspphraN","Christian - nondenominational",68,"Yes",13,"Woman","Spring 2021","White",2,4.66666666666667
